record,idx,peak_val,width,rise_fall,rr_prev_ms,beat_count,sqi,motion,bpm,tp,nearest_gold_ms,nearest_gold_abs_ms
99,4958,27724.591360534378,15,12.0,646.0,14,0.9766236626254075,0,0,False,730.0,730.0
100,52,1476.5332051897053,31,28.0,0.0,1,0.4390850455333388,0,0,False,-1128.0,1128.0
100,326,143.07776967982747,18,15.0,548.0,2,0.999999527532356,0,0,False,-580.0,580.0
100,635,9030.714419847634,10,7.0,618.0,3,0.9951277681370153,0,0,True,38.0,38.0
100,1087,8966.040117035633,10,7.0,904.0,4,0.9864942860266729,0,0,True,38.0,38.0
100,1539,9149.803436666982,11,8.0,904.0,5,0.9787173840663131,0,0,True,40.0,40.0
100,1981,8281.231420165483,10,7.0,884.0,6,0.9754248988133984,0,0,True,38.0,38.0
100,2429,9134.670171916876,10,7.0,896.0,7,0.9636288007366749,0,0,True,38.0,38.0
100,2870,8452.259314990162,10,7.0,882.0,8,0.9627785384805656,0,0,True,38.0,38.0
100,3315,8317.979596876581,10,7.0,890.0,9,0.9498100698293246,0,0,True,40.0,40.0
100,3760,8748.972274235059,11,8.0,890.0,10,0.9394657619125544,0,0,True,40.0,40.0
100,4200,8736.744310332924,10,7.0,880.0,11,0.9433051569634914,0,0,True,38.0,38.0
100,4650,8043.821496138397,10,7.0,900.0,12,0.9420325335381485,0,0,False,938.0,938.0
101,50,727.8514399008575,17,14.0,0.0,1,0.43954985172910005,0,0,False,-1068.0,1068.0
101,308,3236.444431011648,77,74.0,516.0,2,0.9999988660277039,0,0,False,-552.0,552.0
101,603,4963.455610785261,10,7.0,590.0,3,0.9871991187805743,0,0,True,38.0,38.0
101,939,5268.093133581073,11,8.0,672.0,4,0.9826992851121408,0,0,True,40.0,40.0
101,1467,22457.561016900392,17,14.0,1056.0,5,0.9753169208066642,0,0,True,84.0,84.0
101,1857,5524.347441800731,10,7.0,780.0,6,0.9723942459629612,0,0,True,32.0,32.0
101,2211,5299.7106516189815,10,7.0,708.0,7,0.9739375008620156,0,0,True,38.0,38.0
101,2545,5459.20177913062,10,7.0,668.0,8,0.9752648460481623,0,0,True,38.0,38.0
101,2900,5332.882942534483,10,7.0,710.0,9,0.9697910089880817,0,0,True,38.0,38.0
101,3243,5082.016640752854,10,7.0,686.0,10,0.9688296385785745,0,0,True,38.0,38.0
101,3600,5020.36647545683,10,7.0,714.0,11,0.968255716002013,0,0,True,40.0,40.0
101,3953,28701.29733344184,14,11.0,706.0,12,0.9674865096675604,0,0,True,82.0,82.0
101,4458,19363.44812350107,17,14.0,1010.0,13,0.9753328715981164,0,0,True,78.0,78.0
101,4858,5117.537873305613,10,7.0,800.0,14,0.9751163017522464,0,0,False,878.0,878.0
102,69,287.1743107204949,15,12.0,0.0,1,0.43658154502848473,0,0,False,-1430.0,1430.0
102,313,150.05578665265529,43,40.0,488.0,2,0.9970053182902884,0,0,False,-942.0,942.0
102,571,139.00474606694831,69,66.0,516.0,3,0.9984987392899658,0,0,False,-426.0,426.0
102,826,24955.95930718293,15,12.0,510.0,4,0.9988240795806372,0,0,True,84.0,84.0
102,1258,6646.706811548755,9,6.0,864.0,5,0.990125376457958,0,0,True,40.0,40.0
102,1709,6246.048889356655,9,6.0,902.0,6,0.9849301362022346,0,0,True,40.0,40.0
102,2188,24733.805217911788,16,13.0,958.0,7,0.9789726171407415,0,0,True,84.0,84.0
102,2649,26692.23548683925,15,12.0,922.0,8,0.9834593332595087,0,0,True,84.0,84.0
102,3085,6446.029452824716,10,7.0,872.0,9,0.9866977453787784,0,0,True,42.0,42.0
102,3543,6058.458545020995,10,7.0,916.0,10,0.9854887974521421,0,0,True,42.0,42.0
102,4024,24962.093278358254,16,13.0,962.0,11,0.982872525436853,0,0,True,84.0,84.0
102,4469,6056.538930389316,9,6.0,890.0,12,0.9853182480086576,0,0,True,40.0,40.0
102,4953,28394.465576731454,15,12.0,968.0,13,0.9847910081235313,0,0,False,1008.0,1008.0
103,59,1281.6566240361303,18,15.0,0.0,1,0.4377871608034962,0,0,False,-500.0,500.0
103,347,18304.236585374027,15,12.0,576.0,2,0.9999996606687406,0,0,True,76.0,76.0
103,594,2353.824274354953,28,25.0,494.0,3,0.9999999371731833,0,0,False,-278.0,278.0
103,917,2101.4283618626605,17,14.0,646.0,4,0.995668480571078,0,0,True,-86.0,86.0
103,1209,5465.983798987773,11,8.0,584.0,5,0.9904487619798237,0,0,True,38.0,38.0
103,1473,2299.9837825155187,20,17.0,528.0,6,0.9778733397575906,0,0,True,-62.0,62.0
103,1759,6402.726514522556,11,8.0,572.0,7,0.9599669088857723,0,0,True,40.0,40.0
103,2038,4017.773674633691,17,14.0,558.0,8,0.9452927547164961,0,0,False,-294.0,294.0
103,2340,2799.3920474295896,15,12.0,604.0,9,0.957483179113489,0,0,False,310.0,310.0
103,2588,7082.9733431335435,74,71.0,496.0,10,0.96615211699628,0,0,False,164.0,164.0
103,2848,6817.232138163107,11,8.0,520.0,11,0.960842427784285,0,0,True,36.0,36.0
103,3098,26963.561441437923,13,10.0,500.0,12,0.9593212103959989,0,0,True,76.0,76.0
103,3358,7181.9609357304125,17,14.0,520.0,13,0.9640299982657011,0,0,False,-292.0,292.0
103,3682,8226.25187138169,18,15.0,648.0,14,0.9674618857749391,0,0,False,-288.0,288.0
103,4120,5883.934928518808,18,15.0,876.0,15,0.9593268356420936,0,0,False,-300.0,300.0
103,4445,7269.173680625972,18,15.0,650.0,16,0.9571740285564835,0,0,False,-296.0,296.0
103,4945,29317.051465140867,14,11.0,1000.0,17,0.9318619079679197,0,0,False,704.0,704.0
104,69,59.3684924752141,35,32.0,0.0,1,0.43658154502848473,0,0,False,-1282.0,1282.0
104,311,2649.094236997944,19,16.0,484.0,2,0.9999939402018722,0,0,False,-798.0,798.0
104,654,115.94355529512336,20,17.0,686.0,3,0.9873500958295901,0,0,True,-112.0,112.0
104,1217,2656.1076960984387,20,17.0,1126.0,4,0.978962706873432,0,0,True,102.0,102.0
104,1682,2541.4908186943553,19,16.0,930.0,5,0.9658111588541135,0,0,True,102.0,102.0
104,2151,2401.5181808157213,19,16.0,938.0,6,0.9649912167399411,0,0,True,104.0,104.0
104,2617,2262.9109704824523,19,16.0,932.0,7,0.9608539359625099,0,0,True,106.0,106.0
104,3066,1994.4091468288298,21,18.0,898.0,8,0.9571464716141078,0,0,True,104.0,104.0
104,3527,2410.1981175898363,19,16.0,922.0,9,0.9540672348047199,0,0,True,104.0,104.0
104,3989,2626.3193083477154,20,17.0,924.0,10,0.9554740255455189,0,0,True,104.0,104.0
104,4440,2970.5165576135814,20,17.0,902.0,11,0.9530709467328303,0,0,True,100.0,100.0
104,4898,2781.788361077618,19,16.0,916.0,12,0.949461615544462,0,0,False,1016.0,1016.0
105,48,44.85887260073723,16,13.0,0.0,1,0.44006487244462494,0,0,False,-924.0,924.0
105,356,6.3427975329377,37,34.0,616.0,2,0.9999933827611325,0,0,False,-308.0,308.0
105,644,16.050091421966215,11,8.0,576.0,3,0.999999726477329,0,0,False,268.0,268.0
105,999,5820.307366696288,16,13.0,710.0,4,0.9946787100683375,0,0,True,82.0,82.0
105,1434,1713.346295122425,9,6.0,870.0,5,0.990084905261149,0,0,True,40.0,40.0
105,1683,23981.914352559324,14,11.0,498.0,6,0.9843000288309268,0,0,True,84.0,84.0
105,1925,5164.011553904315,21,18.0,484.0,7,0.9932048474853651,0,0,True,94.0,94.0
105,2380,6087.166183414882,16,13.0,910.0,8,0.9926464302928756,0,0,True,84.0,84.0
105,2844,5675.5971460996925,16,13.0,928.0,9,0.9916066095401823,0,0,True,84.0,84.0
105,3301,5378.860858400169,15,12.0,914.0,10,0.9910063256991891,0,0,True,82.0,82.0
105,3765,5910.677044498961,21,18.0,928.0,11,0.9903309161823547,0,0,True,94.0,94.0
105,4005,27997.650451111247,33,30.0,480.0,12,0.9916653865765126,0,0,True,126.0,126.0
105,4251,4610.175912737275,38,35.0,492.0,13,0.9881822578482036,0,0,True,124.0,124.0
105,4702,6285.408333466323,21,18.0,902.0,14,0.9907486697653425,0,0,False,1026.0,1026.0
106,50,237.6122429707272,29,26.0,0.0,1,0.43954985172910005,0,0,False,-846.0,846.0
106,304,4.92459750366678,120,118.0,508.0,2,0.9999983971700283,0,0,False,-338.0,338.0
106,558,9032.781332019058,70,67.0,508.0,3,0.9990543825216401,0,0,False,170.0,170.0
106,955,4242.2361974877795,23,20.0,794.0,4,0.9885213963653638,0,0,True,96.0,96.0
106,1310,4073.235812484828,24,21.0,710.0,5,0.9854079103719069,0,0,True,96.0,96.0
106,1648,4378.654310908356,13,10.0,676.0,6,0.9820813881611693,0,0,True,74.0,74.0
106,1997,3451.9718263996883,12,9.0,698.0,7,0.97638764851924,0,0,True,72.0,72.0
106,2348,2893.1895316086584,12,9.0,702.0,8,0.9737174748413925,0,0,True,72.0,72.0
106,2700,2845.721992902142,12,9.0,704.0,9,0.9708491934064059,0,0,True,72.0,72.0
106,3053,2566.8653605476734,12,9.0,706.0,10,0.968104454817663,0,0,True,72.0,72.0
106,3407,2583.163073892077,12,9.0,708.0,11,0.9639635400868073,0,0,True,72.0,72.0
106,3762,3236.4497217082962,12,9.0,710.0,12,0.9605069298468725,0,0,True,74.0,74.0
106,4129,3658.2661755498934,24,21.0,734.0,13,0.956786152963947,0,0,True,98.0,98.0
106,4486,3138.5244018895264,24,21.0,714.0,14,0.9557421396169726,0,0,True,98.0,98.0
106,4843,3324.575614882551,24,21.0,714.0,15,0.9522610732065911,0,0,False,812.0,812.0
107,54,44.10817566305381,35,32.0,0.0,1,0.4386655579416643,0,0,False,-1252.0,1252.0
107,295,82.43621776854033,107,104.0,482.0,2,0.9999942592154976,0,0,False,-770.0,770.0
107,715,9241.905239423166,12,9.0,840.0,3,0.9859307842971957,0,0,True,70.0,70.0
107,1186,1278.8378646225583,8,5.0,942.0,4,0.9835665543711561,0,0,True,34.0,34.0
107,1698,8926.375314427254,12,9.0,1024.0,5,0.976264800544179,0,0,True,72.0,72.0
107,2171,761.58072417472,8,5.0,946.0,6,0.9778250788118259,0,0,True,34.0,34.0
107,2658,1174.0714567399796,8,5.0,974.0,7,0.9739639629631163,0,0,True,36.0,36.0
107,3151,766.1158789168137,8,5.0,986.0,8,0.972740643009774,0,0,True,34.0,34.0
107,3663,9117.44436743975,11,8.0,1024.0,9,0.9685457831175909,0,0,True,68.0,68.0
107,4141,900.4760748125476,8,5.0,956.0,10,0.9731000820870104,0,0,True,36.0,36.0
107,4626,1218.8359237633708,8,5.0,970.0,11,0.9717272323466829,0,0,False,1006.0,1006.0
108,55,450.4584006841918,24,21.0,0.0,1,0.43847141047936367,0,0,False,-846.0,846.0
108,323,207.56127062505772,120,118.0,536.0,2,0.9999993283052414,0,0,False,-310.0,310.0
108,656,1946.9148202456854,17,14.0,666.0,3,0.9963830428964404,0,0,False,356.0,356.0
108,937,1913.74092367294,9,6.0,562.0,4,0.9728884753059244,0,0,True,38.0,38.0
108,1315,1001.156613483499,10,7.0,756.0,5,0.9536056660131917,0,0,True,38.0,38.0
108,1689,1321.330281667773,9,6.0,748.0,6,0.9367763978572986,0,0,True,38.0,38.0
108,1993,4645.854489637192,22,19.0,608.0,7,0.9383895777514235,0,0,True,104.0,104.0
108,2410,1760.8603048933753,10,7.0,834.0,8,0.927786248278395,0,0,True,38.0,38.0
108,2761,850.4879932492934,35,32.0,702.0,9,0.9163777032141383,0,0,True,-22.0,22.0
108,3165,1104.6198144607001,9,6.0,808.0,10,0.9036574792721472,0,0,True,36.0,36.0
108,3467,5534.377020029466,16,13.0,604.0,11,0.9070259229204488,0,0,True,104.0,104.0
108,3880,2085.448606305222,9,6.0,826.0,12,0.9065082119722107,0,0,True,38.0,38.0
108,4184,842.0278027704289,27,24.0,608.0,13,0.8993217630958391,0,0,True,-116.0,116.0
108,4655,6923.532920464508,11,8.0,942.0,14,0.9144251474334086,0,0,False,826.0,826.0
109,50,18.04504659674162,30,27.0,0.0,1,0.43954985172910005,0,0,False,-832.0,832.0
109,299,7.460053468805285,17,14.0,498.0,2,0.9999651008188477,0,0,False,-334.0,334.0
109,591,7.783077421191149,120,118.0,584.0,3,0.9999994064578199,0,0,False,-188.0,188.0
109,1084,4951.48911247471,14,11.0,986.0,4,0.997031773170425,0,0,True,80.0,80.0
109,1447,2944.498641754652,15,12.0,726.0,5,0.9912576790233886,0,0,True,80.0,80.0
109,1800,2638.846005448174,15,12.0,706.0,6,0.9846001260034271,0,0,True,82.0,82.0
109,2059,1135.7160573900144,34,31.0,518.0,7,0.98428376688574,0,0,True,120.0,120.0
109,2441,2394.019820938873,12,9.0,764.0,8,0.9867895770477514,0,0,True,76.0,76.0
109,2804,563.3315955138253,9,6.0,726.0,9,0.9874189161538591,0,0,True,38.0,38.0
109,3249,3043.8982836852015,14,11.0,890.0,10,0.9817903169937517,0,0,True,78.0,78.0
109,3620,2172.3428194331727,13,10.0,742.0,11,0.9797382529972055,0,0,True,78.0,78.0
109,4068,3014.2100253517706,14,11.0,896.0,12,0.9772748638366993,0,0,True,80.0,80.0
109,4403,2403.959643285284,14,11.0,670.0,13,0.9758340200704129,0,0,True,82.0,82.0
109,4836,2588.4514969787406,14,11.0,866.0,14,0.9713804176621575,0,0,True,80.0,80.0
110,52,28.26047573540173,18,15.0,0.0,1,0.4390850455333388,0,0,False,-822.0,822.0
110,293,28.57613659312286,16,13.0,482.0,2,0.9999908835639931,0,0,False,-340.0,340.0
110,538,23.90597112772668,81,78.0,490.0,3,0.9999972288963425,0,0,True,150.0,150.0
110,783,155.51311182238842,9,6.0,490.0,4,0.9954940327742904,0,0,True,66.0,66.0
110,1153,150.14041080233847,8,5.0,740.0,5,0.9722117093371386,0,0,True,38.0,38.0
110,1621,112.44793065031884,9,6.0,936.0,6,0.968124349365605,0,0,True,38.0,38.0
110,1902,14384.478601631035,16,13.0,562.0,7,0.9830047605822017,0,0,True,84.0,84.0
110,2255,353.50866763531064,12,9.0,706.0,8,0.9946740635628597,0,0,True,70.0,70.0
110,2672,421.0395330558029,11,8.0,834.0,9,0.9913042931659228,0,0,True,70.0,70.0
110,3028,778.078105573477,12,9.0,712.0,10,0.9815727569674607,0,0,True,72.0,72.0
110,3331,713.0106914431486,24,21.0,606.0,11,0.9728443745139965,0,0,True,98.0,98.0
111,51,712.2419939889708,32,29.0,0.0,1,0.4393114895774276,0,0,False,-1730.0,1730.0
111,379,18.992083876156503,15,12.0,656.0,2,0.9938398131695968,0,0,False,-1074.0,1074.0
111,650,482.9323926611287,21,18.0,542.0,3,0.9992841163294545,0,0,False,-532.0,532.0
111,963,4348.638782284107,16,13.0,626.0,4,0.9814624090576037,0,0,True,94.0,94.0
111,1463,3710.5714955069575,16,13.0,1000.0,5,0.9824612307285436,0,0,True,82.0,82.0
111,1964,3931.1313368330316,16,13.0,1002.0,6,0.9858652469840306,0,0,True,84.0,84.0
111,2465,5228.88778766119,18,15.0,1002.0,7,0.9740435408199937,0,0,True,102.0,102.0
111,2964,3355.2758653239857,16,13.0,998.0,8,0.969928914135118,0,0,True,92.0,92.0
111,3466,4183.147623207229,17,14.0,1004.0,9,0.966113243719812,0,0,True,84.0,84.0
111,3966,3980.2080774041688,17,14.0,1000.0,10,0.9715208174511736,0,0,True,92.0,92.0
111,4467,4183.415295630769,17,14.0,1002.0,11,0.9686819665328629,0,0,True,92.0,92.0
111,4968,3665.9716649467146,17,14.0,1002.0,12,0.9629393754476228,0,0,False,1094.0,1094.0
112,66,57.31667604059091,18,15.0,0.0,1,0.4368807994906166,0,0,False,-718.0,718.0
112,318,114.8544609941018,115,112.0,504.0,2,0.9999966950700203,0,0,False,-214.0,214.0
112,572,167.33962776136747,12,9.0,508.0,3,0.9999999431122475,0,0,False,-156.0,156.0
112,904,14924.235321953782,26,23.0,664.0,4,0.9958405461578352,0,0,True,100.0,100.0
112,1516,12819.153773322661,12,9.0,1224.0,5,0.9893739275521919,0,0,True,70.0,70.0
112,1768,12963.367657797351,25,22.0,504.0,6,0.9816251026812143,0,0,True,96.0,96.0
112,2032,14457.673589021162,25,22.0,528.0,7,0.9847664901369236,0,0,True,98.0,98.0
112,2383,12020.34238536382,12,9.0,702.0,8,0.983780923681987,0,0,True,70.0,70.0
112,2725,13404.869696743594,12,9.0,684.0,9,0.9858707203775302,0,0,True,70.0,70.0
112,3061,19416.221574480267,27,24.0,672.0,10,0.980334889150622,0,0,True,102.0,102.0
112,3347,16014.387927326079,25,22.0,572.0,11,0.9815289503417126,0,0,True,98.0,98.0
112,3587,3478.812078003454,63,60.0,480.0,12,0.9833451247177124,0,0,False,152.0,152.0
112,3957,17058.231914567372,25,22.0,740.0,13,0.9844314684902385,0,0,True,98.0,98.0
112,4206,13953.021670247055,24,21.0,498.0,14,0.9813952005329127,0,0,True,96.0,96.0
112,4490,14090.067100585347,12,9.0,568.0,15,0.9829021942159609,0,0,True,70.0,70.0
112,4985,14034.907167164682,12,9.0,990.0,16,0.9866487663603306,0,0,False,1060.0,1060.0
113,54,523.6309073508482,17,14.0,0.0,1,0.4386655579416643,0,0,False,-1604.0,1604.0
113,309,15.6614400985577,21,18.0,510.0,2,0.9819298045160202,0,0,False,-1094.0,1094.0
113,875,9752.902073385447,10,7.0,1132.0,3,0.9857825327294528,0,0,True,38.0,38.0
113,1390,32645.39038872937,16,13.0,1030.0,4,0.9768887391140467,0,0,True,82.0,82.0
113,1903,31372.573258106404,17,14.0,1026.0,5,0.9851763180138916,0,0,True,84.0,84.0
113,2416,30709.44322673849,16,13.0,1026.0,6,0.9881350881228643,0,0,True,82.0,82.0
113,2915,31530.6591607265,16,13.0,998.0,7,0.9911484726958967,0,0,True,82.0,82.0
113,3416,31736.011725553184,16,13.0,1002.0,8,0.9925241120436026,0,0,True,82.0,82.0
113,3931,31874.2757581525,17,14.0,1030.0,9,0.9938992466094387,0,0,True,84.0,84.0
113,4439,31272.67559266006,16,13.0,1016.0,10,0.9942182426552734,0,0,True,82.0,82.0
113,4926,32645.06526577876,16,13.0,974.0,11,0.994762327187212,0,0,False,1056.0,1056.0
114,55,636.3318246356282,35,32.0,0.0,1,0.43847141047936367,0,0,False,-750.0,750.0
114,380,58.227410319780276,22,19.0,650.0,2,0.9999998258187929,0,0,True,-100.0,100.0
114,803,21690.75841622263,16,13.0,846.0,3,0.9821770339492474,0,0,True,84.0,84.0
114,1112,5529.984786418788,10,7.0,618.0,4,0.9808221584590757,0,0,True,38.0,38.0
114,1466,20728.769622196807,16,13.0,708.0,5,0.9726855092616487,0,0,True,82.0,82.0
114,1775,6421.457023462805,10,7.0,618.0,6,0.9738269474877874,0,0,True,40.0,40.0
114,2127,23431.759083224573,15,12.0,704.0,7,0.9725111783975947,0,0,True,80.0,80.0
114,2458,21065.215862064753,15,12.0,662.0,8,0.974545816333929,0,0,True,82.0,82.0
114,2789,20097.675513728034,16,13.0,662.0,9,0.9764304694739084,0,0,True,82.0,82.0
114,3118,21642.117433804513,16,13.0,658.0,10,0.9764085963599629,0,0,True,82.0,82.0
114,3422,6837.380001506463,10,7.0,608.0,11,0.9777317249653734,0,0,True,40.0,40.0
114,3772,22639.961470370956,16,13.0,700.0,12,0.9767380964877218,0,0,True,82.0,82.0
114,4099,21636.82415958288,15,12.0,654.0,13,0.9793140806099045,0,0,True,80.0,80.0
114,4429,19898.334983234778,16,13.0,660.0,14,0.9811091063980443,0,0,True,84.0,84.0
114,4757,22717.74195398389,16,13.0,656.0,15,0.981687691948126,0,0,False,740.0,740.0
115,53,1821.6460090292712,31,28.0,0.0,1,0.43886992369145444,0,0,False,-1764.0,1764.0
115,329,83.98318688575401,16,13.0,552.0,2,0.987585665093319,0,0,False,-1212.0,1212.0
115,584,391.53276216912207,20,17.0,510.0,3,0.9976036938593057,0,0,False,-702.0,702.0
115,911,544.8992492295167,16,13.0,654.0,4,0.9953707329200612,0,0,True,-48.0,48.0
115,1153,417.7412980143942,33,30.0,484.0,5,0.994395799268258,0,0,False,436.0,436.0
115,1449,606.8609718283333,14,11.0,592.0,6,0.9898528478789037,0,0,True,-52.0,52.0
115,2001,737.8646486813604,15,12.0,1104.0,7,0.9850534188367046,0,0,True,-48.0,48.0
115,2546,992.817235815816,14,11.0,1090.0,8,0.9750947636091053,0,0,True,-50.0,50.0
115,3092,770.0568717365911,17,14.0,1092.0,9,0.965111944345004,0,0,True,-44.0,44.0
115,3625,1001.5723297472521,15,12.0,1066.0,10,0.9647362156775552,0,0,True,-50.0,50.0
115,4161,579.2422788250885,14,11.0,1072.0,11,0.9638935265672818,0,0,True,-52.0,52.0
115,4778,20824.407751373634,17,14.0,1234.0,12,0.9423007056949153,0,0,False,1182.0,1182.0
116,56,1693.294059391864,18,15.0,0.0,1,0.43828697039017805,0,0,False,-498.0,498.0
116,321,4613.7525333858885,12,9.0,530.0,2,0.9999991436771842,0,0,True,32.0,32.0
116,590,2081.581710092181,18,15.0,538.0,3,0.9999999110150238,0,0,True,-90.0,90.0
116,838,3672.9092753051045,33,30.0,496.0,4,0.9999999415065104,0,0,False,-256.0,256.0
116,1153,3198.249698293966,17,14.0,630.0,5,0.9974292457410673,0,0,False,-286.0,286.0
116,1491,2529.5159730311493,21,18.0,676.0,6,0.9961880839428929,0,0,False,-284.0,284.0
116,1822,3577.5020119238156,19,16.0,662.0,7,0.9945424230425906,0,0,False,-286.0,286.0
116,2157,2772.792530442873,22,19.0,670.0,8,0.9869055695651483,0,0,False,-274.0,274.0
116,2488,3199.534266511003,21,18.0,662.0,9,0.9871834751752911,0,0,False,-270.0,270.0
116,2813,3896.34517987664,21,18.0,650.0,10,0.979690100650137,0,0,False,-290.0,290.0
116,3313,4826.369283592953,13,10.0,1000.0,11,0.9441546874138947,0,0,True,34.0,34.0
116,3651,5879.565468630307,13,10.0,676.0,12,0.9224809305795806,0,0,True,34.0,34.0
116,3983,4940.525631989675,12,9.0,664.0,13,0.906331088015733,0,0,True,28.0,28.0
116,4318,4080.7127949682035,14,11.0,670.0,14,0.8877201839251339,0,0,True,34.0,34.0
116,4648,5132.952407515313,12,9.0,660.0,15,0.8700851766094804,0,0,False,694.0,694.0
116,4983,5536.007222286093,12,9.0,670.0,16,0.8505147042749911,0,0,False,1364.0,1364.0
117,68,591.7078201600052,16,13.0,0.0,1,0.4366762258881075,0,0,False,-1006.0,1006.0
117,403,574.3848954903195,17,14.0,670.0,2,0.9999999516898732,0,0,False,-336.0,336.0
117,919,12054.097366107842,10,7.0,1032.0,3,0.9932987006297997,0,0,True,40.0,40.0
117,1271,41223.56900837108,16,13.0,704.0,4,0.9887814392417518,0,0,True,84.0,84.0
117,1594,40537.77248445905,16,13.0,646.0,5,0.9873190776647203,0,0,True,84.0,84.0
117,1889,42011.61208543919,16,13.0,590.0,6,0.9866556614778297,0,0,True,84.0,84.0
117,2154,12391.464842068057,10,7.0,530.0,7,0.9861476343580697,0,0,True,40.0,40.0
117,2441,11909.799784374141,10,7.0,574.0,8,0.984958575784463,0,0,True,42.0,42.0
117,2734,12041.013689688334,10,7.0,586.0,9,0.9843348732251678,0,0,True,40.0,40.0
117,3068,11880.74188145105,10,7.0,668.0,10,0.9840970449762,0,0,True,40.0,40.0
117,3431,40266.39500775922,16,13.0,726.0,11,0.9834323197217592,0,0,True,84.0,84.0
117,3748,11686.907363737711,10,7.0,634.0,12,0.9841851885335743,0,0,True,40.0,40.0
117,4119,39320.17844024244,16,13.0,742.0,13,0.984172832456438,0,0,True,84.0,84.0
117,4468,36889.12525293113,16,13.0,698.0,14,0.9844034717360226,0,0,True,84.0,84.0
117,4782,11236.164742965651,10,7.0,628.0,15,0.9853175379196222,0,0,False,712.0,712.0
118,54,7458.249031610115,26,23.0,0.0,1,0.4386655579416643,0,0,False,-1690.0,1690.0
118,411,427.0020991104184,16,13.0,714.0,2,0.9847178544363425,0,0,False,-976.0,976.0
118,662,646.8461327680566,34,31.0,502.0,3,0.994956337670439,0,0,False,-474.0,474.0
118,918,5912.506107540086,9,6.0,512.0,4,0.9842598746665442,0,0,True,38.0,38.0
118,1396,24857.87136524117,16,13.0,956.0,5,0.9619464548459646,0,0,True,82.0,82.0
118,1831,5591.552328227174,10,7.0,870.0,6,0.97137912137028,0,0,True,38.0,38.0
118,2303,23962.37317671112,14,11.0,944.0,7,0.964389375167253,0,0,True,80.0,80.0
118,2731,5887.303860814931,10,7.0,856.0,8,0.9708896718895439,0,0,True,38.0,38.0
118,3187,5690.167513166262,10,7.0,912.0,9,0.9708140722419918,0,0,True,38.0,38.0
118,3654,5511.398080398181,10,7.0,934.0,10,0.9674724480425406,0,0,True,38.0,38.0
118,4145,24277.634382714175,16,13.0,982.0,11,0.966406535687095,0,0,True,82.0,82.0
118,4582,5623.667854471218,10,7.0,874.0,12,0.9723418421676827,0,0,False,956.0,956.0
119,55,19.235139449333026,31,28.0,0.0,1,0.43847141047936367,0,0,False,-1238.0,1238.0
119,333,625.2909670520143,20,17.0,556.0,2,0.9999995061291735,0,0,False,-682.0,682.0
119,713,23537.54502399301,13,10.0,760.0,3,0.9939346227614758,0,0,True,78.0,78.0
119,1201,26697.302825089817,13,10.0,976.0,4,0.9860365166584311,0,0,True,76.0,76.0
119,1688,23547.78708375575,14,11.0,974.0,5,0.9834195084112253,0,0,True,78.0,78.0
119,2185,22775.029033326373,13,10.0,994.0,6,0.9830926728455698,0,0,True,76.0,76.0
119,2663,25436.803903651355,13,10.0,956.0,7,0.9832895257250017,0,0,True,78.0,78.0
119,3137,4973.173383496592,10,7.0,948.0,8,0.985843863966229,0,0,True,38.0,38.0
119,3677,22731.172854743974,14,11.0,1080.0,9,0.9849924531382662,0,0,True,78.0,78.0
119,4199,22611.421525772654,13,10.0,1044.0,10,0.9864797636689702,0,0,True,76.0,76.0
119,4696,26596.86119710656,13,10.0,994.0,11,0.9864782433198148,0,0,False,1070.0,1070.0
120,51,64.55494254944705,21,18.0,0.0,1,0.4393114895774276,0,0,False,-1556.0,1556.0
120,298,150.16652898265664,62,59.0,494.0,2,0.9999910497123827,0,0,False,-1062.0,1062.0
120,764,215.9149770406284,17,14.0,932.0,3,0.9936433170526888,0,0,True,-130.0,130.0
120,1272,226.90031290907982,15,12.0,1016.0,4,0.9881573199359412,0,0,True,-132.0,132.0
120,1812,299.9438932208749,34,31.0,1080.0,5,0.9828027924867481,0,0,True,-88.0,88.0
120,2330,333.9036205518934,34,31.0,1036.0,6,0.9769508611346597,0,0,True,-90.0,90.0
120,2928,3497.966763126124,14,11.0,1196.0,7,0.9616527748951779,0,0,True,80.0,80.0
120,3423,636.8335614964359,11,8.0,990.0,8,0.9552567954952542,0,0,True,34.0,34.0
120,3959,3850.357414008872,14,11.0,1072.0,9,0.945477727716085,0,0,True,78.0,78.0
120,4454,770.2692663841362,11,8.0,990.0,10,0.9506512242269709,0,0,True,38.0,38.0
120,4990,3967.9808726321244,14,11.0,1072.0,11,0.9518407803921034,0,0,False,1110.0,1110.0
121,64,5730.383857099619,18,15.0,0.0,1,0.4371074738424272,0,0,False,-564.0,564.0
121,306,228.85242327191617,32,29.0,484.0,2,0.9820455880270943,0,0,True,-80.0,80.0
121,600,362.43101106406846,15,12.0,588.0,3,0.9733054247538182,0,0,True,-84.0,84.0
121,911,214.80326958594645,15,12.0,622.0,4,0.9715706974462209,0,0,True,-76.0,76.0
121,1283,1098.7313049950826,12,9.0,744.0,5,0.9537519923803718,0,0,True,44.0,44.0
121,1537,233.83532948162616,18,15.0,508.0,6,0.9473598989659451,0,0,True,-100.0,100.0
121,1851,431.4363951984889,17,14.0,628.0,7,0.94891758146274,0,0,True,-96.0,96.0
121,2221,1076.0732291329973,13,10.0,740.0,8,0.9451280881196137,0,0,True,20.0,20.0
121,2531,1654.9281884693178,12,9.0,620.0,9,0.9279300343397998,0,0,True,40.0,40.0
